run_id,tag,model,case_id,task_success,format_ok,tokens_in,tokens_out,hallucination_flags,notes
20211073216,candidate,gpt-5.2,S01_JSON_SCHEMA_STRICT,1,1,80,91,0,"{'type': 'json_has_keys', 'keys': ['title', 'steps']}:manual_check:{'type': 'json_has_keys', 'keys': ['title', 'steps']} | {'type': 'json_list_len', 'path': ['steps'], 'len': 3}:manual_check:{'type': 'json_list_len', 'path': ['steps'], 'len': 3} | {'type': 'json_each_has_keys', 'path': ['steps'], 'keys': ['action', 'check']}:manual_check:{'type': 'json_each_has_keys', 'path': ['steps'], 'keys': ['action', 'check']} | {'type': 'no_extra_text', 'json_only': True}:manual_check:{'type': 'no_extra_text', 'json_only': True}"
20211073216,candidate,gpt-5.2,S01_JSON_SCHEMA_STRICT,1,1,80,91,0,"{'type': 'json_has_keys', 'keys': ['title', 'steps']}:manual_check:{'type': 'json_has_keys', 'keys': ['title', 'steps']} | {'type': 'json_list_len', 'path': ['steps'], 'len': 3}:manual_check:{'type': 'json_list_len', 'path': ['steps'], 'len': 3} | {'type': 'json_each_has_keys', 'path': ['steps'], 'keys': ['action', 'check']}:manual_check:{'type': 'json_each_has_keys', 'path': ['steps'], 'keys': ['action', 'check']} | {'type': 'no_extra_text', 'json_only': True}:manual_check:{'type': 'no_extra_text', 'json_only': True}"
20211073216,candidate,gpt-5.2,S01_JSON_SCHEMA_STRICT,1,1,80,90,0,"{'type': 'json_has_keys', 'keys': ['title', 'steps']}:manual_check:{'type': 'json_has_keys', 'keys': ['title', 'steps']} | {'type': 'json_list_len', 'path': ['steps'], 'len': 3}:manual_check:{'type': 'json_list_len', 'path': ['steps'], 'len': 3} | {'type': 'json_each_has_keys', 'path': ['steps'], 'keys': ['action', 'check']}:manual_check:{'type': 'json_each_has_keys', 'path': ['steps'], 'keys': ['action', 'check']} | {'type': 'no_extra_text', 'json_only': True}:manual_check:{'type': 'no_extra_text', 'json_only': True}"
20211073216,candidate,gpt-5.2,S02_JSON_NUMERIC_ACCURACY,1,1,28,10,0,"{'type': 'json_has_keys', 'keys': ['result']}:manual_check:{'type': 'json_has_keys', 'keys': ['result']} | {'type': 'json_value_equals', 'path': ['result'], 'value': 132332}:manual_check:{'type': 'json_value_equals', 'path': ['result'], 'value': 132332} | {'type': 'no_extra_text', 'json_only': True}:manual_check:{'type': 'no_extra_text', 'json_only': True}"
20211073216,candidate,gpt-5.2,S02_JSON_NUMERIC_ACCURACY,1,1,28,10,0,"{'type': 'json_has_keys', 'keys': ['result']}:manual_check:{'type': 'json_has_keys', 'keys': ['result']} | {'type': 'json_value_equals', 'path': ['result'], 'value': 132332}:manual_check:{'type': 'json_value_equals', 'path': ['result'], 'value': 132332} | {'type': 'no_extra_text', 'json_only': True}:manual_check:{'type': 'no_extra_text', 'json_only': True}"
20211073216,candidate,gpt-5.2,S02_JSON_NUMERIC_ACCURACY,1,1,28,10,0,"{'type': 'json_has_keys', 'keys': ['result']}:manual_check:{'type': 'json_has_keys', 'keys': ['result']} | {'type': 'json_value_equals', 'path': ['result'], 'value': 132332}:manual_check:{'type': 'json_value_equals', 'path': ['result'], 'value': 132332} | {'type': 'no_extra_text', 'json_only': True}:manual_check:{'type': 'no_extra_text', 'json_only': True}"
20211073216,candidate,gpt-5.2,F01_EXACT_TOKEN,1,1,26,5,0,"{'type': 'exact_match', 'text': 'OK'}:manual_check:{'type': 'exact_match', 'text': 'OK'}"
20211073216,candidate,gpt-5.2,F01_EXACT_TOKEN,1,1,26,5,0,"{'type': 'exact_match', 'text': 'OK'}:manual_check:{'type': 'exact_match', 'text': 'OK'}"
20211073216,candidate,gpt-5.2,F01_EXACT_TOKEN,1,1,26,5,0,"{'type': 'exact_match', 'text': 'OK'}:manual_check:{'type': 'exact_match', 'text': 'OK'}"
20211073216,candidate,gpt-5.2,S04_JSON_ESCAPING,1,1,25,14,0,"{'type': 'json_value_equals', 'path': ['quote'], 'value': 'He said: ""Hello""'}:manual_check:{'type': 'json_value_equals', 'path': ['quote'], 'value': 'He said: ""Hello""'} | {'type': 'no_extra_text', 'json_only': True}:manual_check:{'type': 'no_extra_text', 'json_only': True}"
20211073216,candidate,gpt-5.2,S04_JSON_ESCAPING,1,1,25,14,0,"{'type': 'json_value_equals', 'path': ['quote'], 'value': 'He said: ""Hello""'}:manual_check:{'type': 'json_value_equals', 'path': ['quote'], 'value': 'He said: ""Hello""'} | {'type': 'no_extra_text', 'json_only': True}:manual_check:{'type': 'no_extra_text', 'json_only': True}"
20211073216,candidate,gpt-5.2,S04_JSON_ESCAPING,1,1,25,14,0,"{'type': 'json_value_equals', 'path': ['quote'], 'value': 'He said: ""Hello""'}:manual_check:{'type': 'json_value_equals', 'path': ['quote'], 'value': 'He said: ""Hello""'} | {'type': 'no_extra_text', 'json_only': True}:manual_check:{'type': 'no_extra_text', 'json_only': True}"
20211073216,candidate,gpt-5.2,R02_CONTRADICTION_RESOLUTION,1,1,56,36,0,"{'type': 'json_value_type', 'path': ['can_both_be_true'], 'value_type': 'bool'}:manual_check:{'type': 'json_value_type', 'path': ['can_both_be_true'], 'value_type': 'bool'} | {'type': 'json_value_type', 'path': ['resolution'], 'value_type': 'str'}:manual_check:{'type': 'json_value_type', 'path': ['resolution'], 'value_type': 'str'} | {'type': 'json_string_max_len', 'path': ['resolution'], 'max_len': 120}:manual_check:{'type': 'json_string_max_len', 'path': ['resolution'], 'max_len': 120} | {'type': 'no_extra_text', 'json_only': True}:manual_check:{'type': 'no_extra_text', 'json_only': True}"
20211073216,candidate,gpt-5.2,R02_CONTRADICTION_RESOLUTION,1,1,56,37,0,"{'type': 'json_value_type', 'path': ['can_both_be_true'], 'value_type': 'bool'}:manual_check:{'type': 'json_value_type', 'path': ['can_both_be_true'], 'value_type': 'bool'} | {'type': 'json_value_type', 'path': ['resolution'], 'value_type': 'str'}:manual_check:{'type': 'json_value_type', 'path': ['resolution'], 'value_type': 'str'} | {'type': 'json_string_max_len', 'path': ['resolution'], 'max_len': 120}:manual_check:{'type': 'json_string_max_len', 'path': ['resolution'], 'max_len': 120} | {'type': 'no_extra_text', 'json_only': True}:manual_check:{'type': 'no_extra_text', 'json_only': True}"
20211073216,candidate,gpt-5.2,R02_CONTRADICTION_RESOLUTION,1,1,56,38,0,"{'type': 'json_value_type', 'path': ['can_both_be_true'], 'value_type': 'bool'}:manual_check:{'type': 'json_value_type', 'path': ['can_both_be_true'], 'value_type': 'bool'} | {'type': 'json_value_type', 'path': ['resolution'], 'value_type': 'str'}:manual_check:{'type': 'json_value_type', 'path': ['resolution'], 'value_type': 'str'} | {'type': 'json_string_max_len', 'path': ['resolution'], 'max_len': 120}:manual_check:{'type': 'json_string_max_len', 'path': ['resolution'], 'max_len': 120} | {'type': 'no_extra_text', 'json_only': True}:manual_check:{'type': 'no_extra_text', 'json_only': True}"
