run_id,tag,model,case_id,task_success,format_ok,tokens_in,tokens_out,hallucination_flags,notes
20222751429,candidate,gpt-5.2,F13_JSON_CONTAINS_MINIFIED_JSON_STRING,1,1,48,18,0,"{'type': 'no_extra_text'}:manual_check:{'type': 'no_extra_text'} | {'type': 'json_has_keys', 'keys': ['payload']}:manual_check:{'type': 'json_has_keys', 'keys': ['payload']} | {'type': 'json_value_equals', 'path': ['payload'], 'value': '{""a"":1,""b"":""x""}'}:manual_check:{'type': 'json_value_equals', 'path': ['payload'], 'value': '{""a"":1,""b"":""x""}'}"
20222751429,candidate,gpt-5.2,F13_JSON_CONTAINS_MINIFIED_JSON_STRING,1,1,48,18,0,"{'type': 'no_extra_text'}:manual_check:{'type': 'no_extra_text'} | {'type': 'json_has_keys', 'keys': ['payload']}:manual_check:{'type': 'json_has_keys', 'keys': ['payload']} | {'type': 'json_value_equals', 'path': ['payload'], 'value': '{""a"":1,""b"":""x""}'}:manual_check:{'type': 'json_value_equals', 'path': ['payload'], 'value': '{""a"":1,""b"":""x""}'}"
20222751429,candidate,gpt-5.2,F13_JSON_CONTAINS_MINIFIED_JSON_STRING,1,1,48,18,0,"{'type': 'no_extra_text'}:manual_check:{'type': 'no_extra_text'} | {'type': 'json_has_keys', 'keys': ['payload']}:manual_check:{'type': 'json_has_keys', 'keys': ['payload']} | {'type': 'json_value_equals', 'path': ['payload'], 'value': '{""a"":1,""b"":""x""}'}:manual_check:{'type': 'json_value_equals', 'path': ['payload'], 'value': '{""a"":1,""b"":""x""}'}"
20222751429,candidate,gpt-5.2,A15_DURATION_TO_SECONDS_JSON,1,1,39,10,0,"{'type': 'no_extra_text'}:manual_check:{'type': 'no_extra_text'} | {'type': 'json_has_keys', 'keys': ['seconds']}:manual_check:{'type': 'json_has_keys', 'keys': ['seconds']} | {'type': 'json_value_equals', 'path': ['seconds'], 'value': 183845}:manual_check:{'type': 'json_value_equals', 'path': ['seconds'], 'value': 183845}"
20222751429,candidate,gpt-5.2,A15_DURATION_TO_SECONDS_JSON,1,1,39,10,0,"{'type': 'no_extra_text'}:manual_check:{'type': 'no_extra_text'} | {'type': 'json_has_keys', 'keys': ['seconds']}:manual_check:{'type': 'json_has_keys', 'keys': ['seconds']} | {'type': 'json_value_equals', 'path': ['seconds'], 'value': 183845}:manual_check:{'type': 'json_value_equals', 'path': ['seconds'], 'value': 183845}"
20222751429,candidate,gpt-5.2,A15_DURATION_TO_SECONDS_JSON,1,1,39,10,0,"{'type': 'no_extra_text'}:manual_check:{'type': 'no_extra_text'} | {'type': 'json_has_keys', 'keys': ['seconds']}:manual_check:{'type': 'json_has_keys', 'keys': ['seconds']} | {'type': 'json_value_equals', 'path': ['seconds'], 'value': 183845}:manual_check:{'type': 'json_value_equals', 'path': ['seconds'], 'value': 183845}"
20222751429,candidate,gpt-5.2,A12_FRACTION_SIMPLIFY_JSON,1,1,41,17,0,"{'type': 'no_extra_text'}:manual_check:{'type': 'no_extra_text'} | {'type': 'json_has_keys', 'keys': ['numerator', 'denominator']}:manual_check:{'type': 'json_has_keys', 'keys': ['numerator', 'denominator']} | {'type': 'json_value_equals', 'path': ['numerator'], 'value': 10288}:manual_check:{'type': 'json_value_equals', 'path': ['numerator'], 'value': 10288} | {'type': 'json_value_equals', 'path': ['denominator'], 'value': 65751}:manual_check:{'type': 'json_value_equals', 'path': ['denominator'], 'value': 65751}"
20222751429,candidate,gpt-5.2,A12_FRACTION_SIMPLIFY_JSON,1,1,41,17,0,"{'type': 'no_extra_text'}:manual_check:{'type': 'no_extra_text'} | {'type': 'json_has_keys', 'keys': ['numerator', 'denominator']}:manual_check:{'type': 'json_has_keys', 'keys': ['numerator', 'denominator']} | {'type': 'json_value_equals', 'path': ['numerator'], 'value': 10288}:manual_check:{'type': 'json_value_equals', 'path': ['numerator'], 'value': 10288} | {'type': 'json_value_equals', 'path': ['denominator'], 'value': 65751}:manual_check:{'type': 'json_value_equals', 'path': ['denominator'], 'value': 65751}"
20222751429,candidate,gpt-5.2,A12_FRACTION_SIMPLIFY_JSON,1,1,41,17,0,"{'type': 'no_extra_text'}:manual_check:{'type': 'no_extra_text'} | {'type': 'json_has_keys', 'keys': ['numerator', 'denominator']}:manual_check:{'type': 'json_has_keys', 'keys': ['numerator', 'denominator']} | {'type': 'json_value_equals', 'path': ['numerator'], 'value': 10288}:manual_check:{'type': 'json_value_equals', 'path': ['numerator'], 'value': 10288} | {'type': 'json_value_equals', 'path': ['denominator'], 'value': 65751}:manual_check:{'type': 'json_value_equals', 'path': ['denominator'], 'value': 65751}"
20222751429,candidate,gpt-5.2,S11_SORT_NUMBERS_ASC_JSON,1,1,54,24,0,"{'type': 'no_extra_text'}:manual_check:{'type': 'no_extra_text'} | {'type': 'json_has_keys', 'keys': ['sorted']}:manual_check:{'type': 'json_has_keys', 'keys': ['sorted']} | {'type': 'json_list_len', 'path': ['sorted'], 'len': 8}:manual_check:{'type': 'json_list_len', 'path': ['sorted'], 'len': 8} | {'type': 'json_list_sorted', 'path': ['sorted'], 'order': 'asc'}:manual_check:{'type': 'json_list_sorted', 'path': ['sorted'], 'order': 'asc'} | {'type': 'json_value_equals', 'path': ['sorted'], 'value': [-7, -7, 0, 5, 13, 13, 42, 99]}:manual_check:{'type': 'json_value_equals', 'path': ['sorted'], 'value': [-7, -7, 0, 5, 13, 13, 42, 99]}"
20222751429,candidate,gpt-5.2,S11_SORT_NUMBERS_ASC_JSON,1,1,54,24,0,"{'type': 'no_extra_text'}:manual_check:{'type': 'no_extra_text'} | {'type': 'json_has_keys', 'keys': ['sorted']}:manual_check:{'type': 'json_has_keys', 'keys': ['sorted']} | {'type': 'json_list_len', 'path': ['sorted'], 'len': 8}:manual_check:{'type': 'json_list_len', 'path': ['sorted'], 'len': 8} | {'type': 'json_list_sorted', 'path': ['sorted'], 'order': 'asc'}:manual_check:{'type': 'json_list_sorted', 'path': ['sorted'], 'order': 'asc'} | {'type': 'json_value_equals', 'path': ['sorted'], 'value': [-7, -7, 0, 5, 13, 13, 42, 99]}:manual_check:{'type': 'json_value_equals', 'path': ['sorted'], 'value': [-7, -7, 0, 5, 13, 13, 42, 99]}"
20222751429,candidate,gpt-5.2,S11_SORT_NUMBERS_ASC_JSON,1,1,54,24,0,"{'type': 'no_extra_text'}:manual_check:{'type': 'no_extra_text'} | {'type': 'json_has_keys', 'keys': ['sorted']}:manual_check:{'type': 'json_has_keys', 'keys': ['sorted']} | {'type': 'json_list_len', 'path': ['sorted'], 'len': 8}:manual_check:{'type': 'json_list_len', 'path': ['sorted'], 'len': 8} | {'type': 'json_list_sorted', 'path': ['sorted'], 'order': 'asc'}:manual_check:{'type': 'json_list_sorted', 'path': ['sorted'], 'order': 'asc'} | {'type': 'json_value_equals', 'path': ['sorted'], 'value': [-7, -7, 0, 5, 13, 13, 42, 99]}:manual_check:{'type': 'json_value_equals', 'path': ['sorted'], 'value': [-7, -7, 0, 5, 13, 13, 42, 99]}"
20222751429,candidate,gpt-5.2,A10_BIGINT_ARITH_JSON,1,1,58,14,0,"{'type': 'no_extra_text'}:manual_check:{'type': 'no_extra_text'} | {'type': 'json_has_keys', 'keys': ['Z']}:manual_check:{'type': 'json_has_keys', 'keys': ['Z']} | {'type': 'json_value_equals', 'path': ['Z'], 'value': 121932630788728893}:manual_check:{'type': 'json_value_equals', 'path': ['Z'], 'value': 121932630788728893}"
20222751429,candidate,gpt-5.2,A10_BIGINT_ARITH_JSON,1,1,58,14,0,"{'type': 'no_extra_text'}:manual_check:{'type': 'no_extra_text'} | {'type': 'json_has_keys', 'keys': ['Z']}:manual_check:{'type': 'json_has_keys', 'keys': ['Z']} | {'type': 'json_value_equals', 'path': ['Z'], 'value': 121932630788728893}:manual_check:{'type': 'json_value_equals', 'path': ['Z'], 'value': 121932630788728893}"
20222751429,candidate,gpt-5.2,A10_BIGINT_ARITH_JSON,1,1,58,14,0,"{'type': 'no_extra_text'}:manual_check:{'type': 'no_extra_text'} | {'type': 'json_has_keys', 'keys': ['Z']}:manual_check:{'type': 'json_has_keys', 'keys': ['Z']} | {'type': 'json_value_equals', 'path': ['Z'], 'value': 121932630788728893}:manual_check:{'type': 'json_value_equals', 'path': ['Z'], 'value': 121932630788728893}"
