run_id,tag,model,case_id,task_success,format_ok,tokens_in,tokens_out,hallucination_flags,notes
20211073216,baseline,gpt-5.1,R01_ERR_FIX_WHY_SRC,1,1,63,64,0,"{'type': 'regex', 'pattern': '(?s)^ERR: .+\\nFIX: .+\\nWHY: .+\\nSRC: .+\\Z'}:manual_check:{'type': 'regex', 'pattern': '(?s)^ERR: .+\\nFIX: .+\\nWHY: .+\\nSRC: .+\\Z'} | {'type': 'line_count', 'count': 4}:manual_check:{'type': 'line_count', 'count': 4} | {'type': 'forbidden_substrings', 'subs': ['http://', 'https://', 'www.']}:manual_check:{'type': 'forbidden_substrings', 'subs': ['http://', 'https://', 'www.']}"
20211073216,baseline,gpt-5.1,R01_ERR_FIX_WHY_SRC,1,1,63,69,0,"{'type': 'regex', 'pattern': '(?s)^ERR: .+\\nFIX: .+\\nWHY: .+\\nSRC: .+\\Z'}:manual_check:{'type': 'regex', 'pattern': '(?s)^ERR: .+\\nFIX: .+\\nWHY: .+\\nSRC: .+\\Z'} | {'type': 'line_count', 'count': 4}:manual_check:{'type': 'line_count', 'count': 4} | {'type': 'forbidden_substrings', 'subs': ['http://', 'https://', 'www.']}:manual_check:{'type': 'forbidden_substrings', 'subs': ['http://', 'https://', 'www.']}"
20211073216,baseline,gpt-5.1,R01_ERR_FIX_WHY_SRC,1,1,63,70,0,"{'type': 'regex', 'pattern': '(?s)^ERR: .+\\nFIX: .+\\nWHY: .+\\nSRC: .+\\Z'}:manual_check:{'type': 'regex', 'pattern': '(?s)^ERR: .+\\nFIX: .+\\nWHY: .+\\nSRC: .+\\Z'} | {'type': 'line_count', 'count': 4}:manual_check:{'type': 'line_count', 'count': 4} | {'type': 'forbidden_substrings', 'subs': ['http://', 'https://', 'www.']}:manual_check:{'type': 'forbidden_substrings', 'subs': ['http://', 'https://', 'www.']}"
20211073216,baseline,gpt-5.1,S04_JSON_ESCAPING,1,1,25,21,0,"{'type': 'json_value_equals', 'path': ['quote'], 'value': 'He said: ""Hello""'}:manual_check:{'type': 'json_value_equals', 'path': ['quote'], 'value': 'He said: ""Hello""'} | {'type': 'no_extra_text', 'json_only': True}:manual_check:{'type': 'no_extra_text', 'json_only': True}"
20211073216,baseline,gpt-5.1,S04_JSON_ESCAPING,1,1,25,21,0,"{'type': 'json_value_equals', 'path': ['quote'], 'value': 'He said: ""Hello""'}:manual_check:{'type': 'json_value_equals', 'path': ['quote'], 'value': 'He said: ""Hello""'} | {'type': 'no_extra_text', 'json_only': True}:manual_check:{'type': 'no_extra_text', 'json_only': True}"
20211073216,baseline,gpt-5.1,S04_JSON_ESCAPING,1,1,25,21,0,"{'type': 'json_value_equals', 'path': ['quote'], 'value': 'He said: ""Hello""'}:manual_check:{'type': 'json_value_equals', 'path': ['quote'], 'value': 'He said: ""Hello""'} | {'type': 'no_extra_text', 'json_only': True}:manual_check:{'type': 'no_extra_text', 'json_only': True}"
20211073216,baseline,gpt-5.1,R02_CONTRADICTION_RESOLUTION,1,1,56,43,0,"{'type': 'json_value_type', 'path': ['can_both_be_true'], 'value_type': 'bool'}:manual_check:{'type': 'json_value_type', 'path': ['can_both_be_true'], 'value_type': 'bool'} | {'type': 'json_value_type', 'path': ['resolution'], 'value_type': 'str'}:manual_check:{'type': 'json_value_type', 'path': ['resolution'], 'value_type': 'str'} | {'type': 'json_string_max_len', 'path': ['resolution'], 'max_len': 120}:manual_check:{'type': 'json_string_max_len', 'path': ['resolution'], 'max_len': 120} | {'type': 'no_extra_text', 'json_only': True}:manual_check:{'type': 'no_extra_text', 'json_only': True}"
20211073216,baseline,gpt-5.1,R02_CONTRADICTION_RESOLUTION,1,1,56,44,0,"{'type': 'json_value_type', 'path': ['can_both_be_true'], 'value_type': 'bool'}:manual_check:{'type': 'json_value_type', 'path': ['can_both_be_true'], 'value_type': 'bool'} | {'type': 'json_value_type', 'path': ['resolution'], 'value_type': 'str'}:manual_check:{'type': 'json_value_type', 'path': ['resolution'], 'value_type': 'str'} | {'type': 'json_string_max_len', 'path': ['resolution'], 'max_len': 120}:manual_check:{'type': 'json_string_max_len', 'path': ['resolution'], 'max_len': 120} | {'type': 'no_extra_text', 'json_only': True}:manual_check:{'type': 'no_extra_text', 'json_only': True}"
20211073216,baseline,gpt-5.1,R02_CONTRADICTION_RESOLUTION,1,1,56,40,0,"{'type': 'json_value_type', 'path': ['can_both_be_true'], 'value_type': 'bool'}:manual_check:{'type': 'json_value_type', 'path': ['can_both_be_true'], 'value_type': 'bool'} | {'type': 'json_value_type', 'path': ['resolution'], 'value_type': 'str'}:manual_check:{'type': 'json_value_type', 'path': ['resolution'], 'value_type': 'str'} | {'type': 'json_string_max_len', 'path': ['resolution'], 'max_len': 120}:manual_check:{'type': 'json_string_max_len', 'path': ['resolution'], 'max_len': 120} | {'type': 'no_extra_text', 'json_only': True}:manual_check:{'type': 'no_extra_text', 'json_only': True}"
20211073216,baseline,gpt-5.1,C01_ENUM_ALLOWED,1,1,34,11,0,"{'type': 'one_of', 'choices': ['positive', 'negative', 'mixed']}:manual_check:{'type': 'one_of', 'choices': ['positive', 'negative', 'mixed']} | {'type': 'no_extra_text', 'single_line': True}:manual_check:{'type': 'no_extra_text', 'single_line': True}"
20211073216,baseline,gpt-5.1,C01_ENUM_ALLOWED,1,1,34,11,0,"{'type': 'one_of', 'choices': ['positive', 'negative', 'mixed']}:manual_check:{'type': 'one_of', 'choices': ['positive', 'negative', 'mixed']} | {'type': 'no_extra_text', 'single_line': True}:manual_check:{'type': 'no_extra_text', 'single_line': True}"
20211073216,baseline,gpt-5.1,C01_ENUM_ALLOWED,1,1,34,11,0,"{'type': 'one_of', 'choices': ['positive', 'negative', 'mixed']}:manual_check:{'type': 'one_of', 'choices': ['positive', 'negative', 'mixed']} | {'type': 'no_extra_text', 'single_line': True}:manual_check:{'type': 'no_extra_text', 'single_line': True}"
20211073216,baseline,gpt-5.1,F02_WORD_COUNT_12,1,1,29,24,0,"{'type': 'word_count', 'count': 12}:manual_check:{'type': 'word_count', 'count': 12} | {'type': 'lowercase_only'}:manual_check:{'type': 'lowercase_only'} | {'type': 'no_punctuation'}:manual_check:{'type': 'no_punctuation'}"
20211073216,baseline,gpt-5.1,F02_WORD_COUNT_12,1,1,29,24,0,"{'type': 'word_count', 'count': 12}:manual_check:{'type': 'word_count', 'count': 12} | {'type': 'lowercase_only'}:manual_check:{'type': 'lowercase_only'} | {'type': 'no_punctuation'}:manual_check:{'type': 'no_punctuation'}"
20211073216,baseline,gpt-5.1,F02_WORD_COUNT_12,1,1,29,24,0,"{'type': 'word_count', 'count': 12}:manual_check:{'type': 'word_count', 'count': 12} | {'type': 'lowercase_only'}:manual_check:{'type': 'lowercase_only'} | {'type': 'no_punctuation'}:manual_check:{'type': 'no_punctuation'}"
